num parti,nom parti,année,immobilisations incorporelles,écarts d'acquisition,terrains et constructions,autres immobilisations corporelles,participations et créances rattachées,prêts à des partis ou groupements politiques,autres immobilisations financières,stocks et en-cours,créances clients et comptes rattachés,autres créances,valeurs mobilières de placement,disponibilités,charges constatées d'avance,total général (i + ii + iii),réserves,excédent ou déficit de l'exercice,provisions pour risques,provisions pour charges,emprunts et dettes auprès d'établissement de crédit,dettes fournisseurs et comptes rattachés,dettes fiscales et sociales,autres dettes,produits constatés d'avance,total général (i + ii + iii + iv),"communication (presse, publications, télévisions, publicité, sites internet, réseaux sociaux)",contributions versées aux candidats,contributions à des partis ou groupements politiques,achats de marchandises et variation de stocks,autres achats et autres charges externes,impôts et taxes,salaires et traitements,charges sociales,total iv,total vi,dotations aux amortissements et dépréciations sur immobilisations,dotations aux provisions,total des charges (ii + iv +vi + vii + viii + ix),cotisations des adhérents,cotisations des élus,aide publique 1ère fraction,aide publique 2nde fraction,dons de personne physique,dévolutions de l'excédent des comptes de campagne,dévolutions de partis ou groupements politiques,prestations de services (manifestations et colloques),"ventes de marchandises, productions vendue (biens et services), production stockée et production immobilisée",total iii,total v,"reprise sur amortissements, dépréciations, provisions et transferts de charges",total des produits (i + iii + v),excédent ou déficit d'ensemble,total flux
724,CALÉDONIE ENSEMBLE,2020,0,0,0,3618,0,0,2759,0,0,103847,0,6213,1033,117472,0,3452,0,0,286471,59070,0,35320,0,117472,0,50531,0,0,107297,0,3174,5463,10102,0,1848,0,336549,32173,36578,0,111478,4955,0,0,0,0,0,0,0,340001,3452,676550
737,UNION POUR LA DÉMOCRATIE,2020,0,0,0,0,0,0,0,0,0,462,0,1429,0,1892,0,-2348,0,0,0,1520,0,0,0,1892,0,0,0,0,1046,0,0,0,126,536,0,0,3458,370,95,0,0,565,0,0,0,0,79,0,0,1109,-2348,4567
740,LA MANUFACTURE,2020,14356,0,0,0,0,0,0,0,0,21189,0,164588,2008,203947,0,78169,0,0,0,12897,5425,3060,0,203947,0,0,0,0,9173,0,0,0,0,128,1878,0,33728,0,0,0,0,111898,0,0,0,0,0,0,0,111898,78169,145626
741,"NOUVEL ÉLAN ""POUR UNE CITOYENNETÉ ACTIVE""",2020,0,0,0,0,0,0,0,0,0,0,0,9266,457,9723,7527,-1554,0,0,0,2600,0,1150,0,9723,0,0,540,0,3428,0,0,0,0,0,0,0,7394,1360,0,0,0,4447,0,0,0,0,32,0,0,5840,-1554,13234
743,ENSEMBLE POUR NOGENT,2020,0,0,0,0,0,0,0,0,0,28,0,1568,0,1596,1449,-1063,0,0,0,1200,0,11,0,1596,0,0,0,0,1300,0,0,0,0,0,0,0,14310,2020,4490,0,0,3590,0,0,0,0,0,0,0,13247,-1063,27557
749,NANTERRE ENSEMBLE,2020,0,0,0,0,15,0,1770,0,0,0,0,767,0,5147,0,-4786,0,0,0,10035,0,3611,0,5147,0,0,0,0,1769,0,0,0,0,0,2201,0,15306,0,8820,0,0,1700,0,0,0,0,0,0,0,10520,-4786,25826
752,RECONQUÊTE PARIS ET 18ème,2020,2146,0,0,384,0,0,0,0,0,0,0,5303,0,17595,0,-6098,0,0,0,3041,0,5758,0,17595,0,0,0,0,1425,0,0,0,0,0,1542,0,24387,0,0,0,0,6345,0,0,0,0,0,0,19,18288,-6098,42676
754,REFLAIXION,2020,0,0,0,0,0,0,2000,0,0,0,0,149360,0,151360,154698,-8100,0,0,0,4357,0,404,0,151360,0,0,0,0,3752,0,0,0,0,0,0,0,16121,0,0,0,0,0,0,0,0,0,0,7518,0,8020,-8100,24141
755,J'AIME LE 7ème,2020,0,0,0,0,0,0,0,0,0,0,0,3122,0,3122,0,-3290,0,0,0,750,0,0,0,3122,0,0,0,0,2540,0,0,0,0,0,0,0,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,-3290,3290
764,MORBIHAN EN MOUVEMENT,2020,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,-16,0,0,0,0,0,158,0,2,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,16
765,LYON DIVERS DROITE,2020,0,0,0,0,0,0,0,0,0,0,0,9136,0,9136,0,-36259,0,0,0,2000,0,0,0,9136,33827,27841,0,0,2810,0,0,0,161,0,0,0,132379,2820,1573,0,0,0,0,0,0,51072,0,0,0,96119,-36259,228498
767,BASSIN A CŒUR,2020,0,0,0,0,0,0,0,0,0,0,0,28117,0,28117,0,15947,0,0,13,3345,0,0,0,28117,0,0,0,0,1309,0,0,0,54,0,0,0,6437,350,35,0,0,2990,19009,0,0,0,0,0,0,22385,15947,28823
768,CHAMBERY AUTREMENT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,CITOYENS DE LA RÉUNION EN ACTION (CREA),2020,0,0,0,859,0,0,0,0,0,506,0,15495,92,18880,7220,791,0,0,0,5978,0,486,0,18880,681,6000,0,0,870,0,0,0,0,0,364,0,15907,6754,8798,0,0,1146,0,0,0,0,0,0,0,16698,791,32605
775,MIEUX VIVRE A TASSIN LA DEMI-LUNE,2020,0,0,0,0,0,0,0,0,0,2693,0,1940,0,4633,0,-4228,0,0,0,600,0,0,0,4632,5174,0,0,0,7346,0,0,0,397,0,0,0,26802,0,0,0,0,22311,0,0,0,263,0,0,0,22574,-4228,49376
781,LES AMIS DU MAIRE DE NICE,2020,0,0,0,2104,0,0,23537,0,0,7063,0,167262,0,389966,0,328689,0,0,0,5786,0,4709,0,389966,0,0,0,0,24767,0,0,0,15,0,1728,0,101165,410135,0,0,0,0,0,0,0,0,0,0,19719,429854,328689,531019
782,POUR SAINT-JEAN D'ILLAC,2020,0,0,0,0,0,0,0,0,0,0,0,686,0,686,0,191,0,0,0,300,0,0,0,686,0,15500,0,0,834,0,0,0,0,0,0,0,16658,0,0,0,0,16850,0,0,0,0,0,0,0,16850,191,33508
783,LA FRANCE JUSTE,2020,0,0,0,15,0,0,0,0,0,0,0,3090,0,3105,9344,-15070,0,0,0,8832,0,0,0,3105,702,0,0,0,10444,0,0,0,0,0,0,0,15070,0,0,0,0,0,0,0,0,0,0,0,0,0,-15070,15070
785,PARTI SOCIALISTE DE GAUCHE,2020,0,0,0,0,0,0,0,0,0,0,15603,0,0,15603,32418,-16815,0,0,0,0,0,0,0,15603,297,25000,0,0,0,0,0,0,122,0,0,0,28762,395,2414,0,0,1100,7999,0,0,0,39,0,0,11947,-16815,40709
791,NOUVELLE DONNE,2020,0,0,0,2057,153,0,1600,0,0,11000,0,19630,395,34124,0,61458,0,0,0,238860,110,334267,0,34124,0,0,0,0,12661,110,6346,48,6400,2880,544,0,39512,42226,0,0,0,20445,0,0,0,0,1,3721,0,100970,61458,140482
794,MOUVEMENT POPULAIRE CALÉDONIEN,2020,0,0,0,0,0,0,0,0,0,0,0,17727,0,36480,27666,6410,0,0,0,0,0,2402,0,36480,0,0,10372,0,10435,0,0,0,0,0,0,0,26106,1923,972,0,0,19248,0,0,0,0,0,0,10372,32516,6410,58623
795,CAP 21 - LE RASSEMBLEMENT CITOYEN,2020,0,0,0,0,0,0,0,0,0,0,0,1602,0,1602,0,6858,0,0,0,243914,0,1000,0,1602,0,0,0,0,6925,0,0,0,0,0,0,0,6925,13783,0,0,0,0,0,0,0,0,0,0,0,13783,6858,20708
797,RASSEMBLEMENT POUR LA France,2020,0,0,0,0,0,0,0,0,0,0,0,739,0,739,0,5225,0,0,0,1294,0,0,0,739,0,0,0,0,1962,0,0,0,0,2500,0,0,6280,0,0,0,0,8871,0,0,0,0,0,2634,0,11505,5225,17785
799,OBJECTIF RÉUNION,2020,0,0,0,1161,0,0,0,0,0,0,0,9572,0,10733,0,-37925,0,0,0,31210,0,9331,0,10733,0,25000,0,0,1155,0,0,0,0,0,488,0,66924,0,0,0,0,27830,0,0,0,0,0,0,0,28999,-37925,95924
802,BREIZH EUROPA,2020,0,0,0,0,0,0,0,0,0,0,0,954,180,1164,1094,-2781,0,0,0,795,0,0,0,1164,1464,3026,0,0,19,0,0,0,0,0,0,0,5376,2595,0,0,0,0,0,0,0,0,0,0,0,2595,-2781,7971
803,SENS COMMUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,UNION POPULAIRE RÉPUBLICAINE,2020,0,0,49411,107656,0,0,44876,33708,0,9183,0,165212,2678,412727,68444,-98222,0,0,0,40511,39386,0,0,412727,0,351,0,13654,203345,5548,218791,76732,0,3563,39096,0,959361,489160,0,0,0,340186,667,0,0,20144,350,203,10427,861139,-98222,1820500
808,"ENSEMBLE, MOUVEMENT POUR UNE ALTERNATIVE DE GAUCHE ÉCOLOGISTE ET SOLIDAIRE",2020,0,0,0,41265,145,0,6482,0,0,30563,0,844099,713,1234321,53923,167866,0,0,3080,11893,1117,1658,0,1234321,2089,10685,3818,0,57414,1450,15244,2163,6000,997,5735,0,302902,255299,52643,0,0,42895,0,0,0,6052,121,1329,0,470768,167866,773670
813,ALLIANCE SOLIDAIRE DES FRANÇAIS DE L'ÉTRANGER,2020,0,0,0,1433,0,0,0,0,0,19632,0,4130,990,26186,0,-103531,0,0,0,34867,15850,0,0,26186,0,0,0,0,12316,403,55155,12475,8535,154,876,0,290014,0,60000,0,0,112000,0,0,0,0,0,0,14481,186483,-103531,476497
814,PARTI LIBÉRAL RÉPUBLICAIN,2020,0,0,0,0,0,0,0,0,0,0,0,3539,0,3539,0,3375,0,0,0,0,0,0,0,3539,37,0,0,0,12,0,0,0,0,0,0,0,1525,0,0,0,0,4900,0,0,0,0,0,0,0,4900,3375,6425
815,"AMBITION, AUDACE ET AVENIR",2020,0,0,0,0,0,0,0,0,0,0,0,442,0,442,0,40,0,0,0,500,0,0,0,442,0,0,0,80,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,100,0,0,0,0,100,40,160
821,LES AMIS DE YANNICK MOREAU,2020,0,0,0,366,0,0,0,0,0,0,0,12347,0,43213,34007,7526,0,0,0,1680,0,0,0,43213,0,5490,0,0,1999,0,0,0,0,0,266,0,22120,0,0,0,0,29647,0,0,0,0,0,0,0,29647,7526,51768
823,LE MOUVEMENT POUR LA PROSPÉRITÉ ÉCONOMIQUE ET SOCIALE,2020,0,0,0,0,0,0,0,0,0,0,0,6894,0,6894,6355,539,0,0,0,0,0,0,0,6894,57,0,0,0,265,0,0,0,0,0,0,0,1055,195,0,0,0,1400,0,0,0,0,0,0,0,1595,539,2650
824,LA BOÎTE À IDÉES,2020,0,0,0,0,0,0,0,0,0,3415,0,33719,0,37164,0,18651,0,0,0,8629,0,0,0,37164,0,0,0,0,1215,0,0,0,0,0,0,0,4448,0,0,0,0,23100,0,0,0,0,0,0,0,23100,18651,27548
829,LE CERCLE DU COTENTIN,2020,0,0,0,0,0,0,0,0,0,0,0,5691,950,6641,0,-1034,0,0,0,4070,0,70,0,6641,4575,7000,0,0,6229,0,3497,2059,0,20,0,0,33026,13745,0,0,0,14940,0,0,3307,0,0,0,0,31992,-1034,65018
834,NOUVELLE ÉNERGIE,2020,0,0,0,1807,0,0,1900,0,0,25,30,24121,0,27883,0,-6489,0,0,0,5640,0,0,0,27883,8677,0,0,0,3089,0,0,0,360,0,1744,0,45399,8810,5470,0,0,24630,0,0,0,0,0,0,0,38910,-6489,84309
835,POISSY DE TOUTES NOS FORCES,2020,0,0,0,0,0,0,72,0,0,0,0,20343,0,20415,0,4257,0,0,0,3000,0,0,0,20415,0,0,0,0,1619,0,0,0,78,0,0,0,12050,645,6270,0,0,5780,0,0,0,61,0,0,0,16308,4257,28358
836,CITOYENNETÉ ET TERRITOIRES,2020,0,0,0,2045,0,0,0,0,0,0,0,77460,0,79506,0,27423,0,0,0,5280,0,0,0,79506,0,9504,0,0,8979,0,0,0,0,0,2011,0,23413,0,0,0,0,44712,0,0,0,0,0,0,6124,50836,27423,74250
838,RASSEMBLEMENT POUR LA RÉUNION,2020,0,0,0,7166,0,0,0,0,0,0,0,3412,0,10578,0,-7674,0,0,0,1937,0,0,0,10578,0,1627,0,0,0,0,0,0,0,0,3978,0,59174,0,0,0,0,51500,0,0,0,0,0,0,0,51500,-7674,110674
841,UNION RÉPUBLICAINE DE DROITE,2020,0,0,0,0,0,0,0,0,0,0,0,37814,0,37814,0,25666,0,0,0,6414,0,100,0,37814,0,0,0,0,23054,0,0,0,0,0,0,0,23054,0,0,0,0,48675,0,0,0,0,0,0,0,48720,25666,71774
843,OXYGÈNE,2020,0,0,0,0,0,0,0,0,0,0,0,7153,660,7813,0,-3420,0,0,0,660,0,0,0,7813,1188,6500,0,0,0,86,0,0,0,0,0,0,49445,0,38875,0,0,0,0,0,7150,0,0,0,0,46025,-3420,95470
846,DEMAIN EN MOUVEMENT,2020,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,-180,0,0,0,180,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,-180,180
847,UNE NOUVELLE VOIX POUR L'ILE-DE-FRANCE,2020,0,0,0,0,0,0,0,0,0,0,0,2941,0,2941,0,-2965,0,0,0,3232,0,275,0,2941,0,680,0,0,495,0,0,0,0,0,0,0,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,-2965,2965
848,DEMAIN AUTREMENT POUR VOUS,2020,0,0,0,0,0,0,0,0,0,0,0,470,0,470,0,446,0,0,0,0,0,1000,0,470,0,0,0,0,62,0,0,0,0,0,0,0,7054,0,0,0,0,0,0,0,0,7500,0,0,0,7500,446,14554
850,LA FORCE DU 13,2020,0,0,0,845,0,0,500,0,0,0,0,168894,0,170239,117432,44295,0,0,0,8340,0,0,0,170239,0,0,0,0,15800,0,0,0,0,0,1259,0,61454,1635,0,0,0,110,0,0,0,0,4,0,0,105749,44295,167204
853,POUR TOULOUSE,2020,78,0,0,6707,0,0,0,4350,0,4341,0,422198,31057,468731,420050,40542,0,0,0,7226,403,0,510,468731,60679,0,0,583,23941,403,20750,8268,268,0,5379,0,155152,0,50657,0,0,144394,0,0,0,433,162,0,0,195694,40542,350846
862,LA MANIF POUR TOUS,2020,0,0,0,18458,0,0,11900,5769,2397,146599,23421,1002539,17927,1256494,1168845,-82546,0,0,0,113965,45996,10233,0,1256494,104455,0,0,8226,1012531,7286,259652,100866,8,7130,4210,0,1660980,988,0,0,0,1550936,0,0,0,17991,890,0,2000,1578434,-82546,3239415
864,CIPPA,2020,0,0,0,0,0,0,0,0,0,0,0,12957,0,12957,4818,7519,0,0,0,620,0,0,0,12957,0,0,0,0,896,0,0,0,0,0,0,0,916,1651,0,0,0,5545,0,1651,0,0,0,0,0,8436,7519,9352
866,PLUS BELLE L'HAŸ ENSEMBLE,2020,0,0,0,0,0,0,0,0,0,0,0,21756,0,21771,-509,20360,0,0,0,1920,0,0,0,21771,313,0,0,0,1393,0,0,0,0,0,0,0,13354,3535,0,0,0,29580,600,0,0,0,0,0,0,33715,20360,47069
870,L'AVANT-GARDE,2020,819,0,0,0,0,0,0,0,0,0,0,747,0,1566,0,12334,0,0,20000,4175,0,675,0,1566,0,0,0,0,2502,0,0,6381,875,0,0,0,15766,0,0,0,0,21050,0,0,0,0,0,7000,0,28100,12334,43866
871,RÉCONCILIATION NATIONALE,2020,0,0,0,0,0,0,0,0,0,0,0,1537,0,1537,502,0,0,0,0,0,0,1035,0,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,MONTAUBAN EN MARCHE,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,16846,0,-2806,0,0,0,300,0,0,0,16846,0,10000,2845,0,283,0,0,0,0,0,0,0,13428,0,10622,0,0,0,0,0,0,0,0,0,0,10622,-2806,24050
879,LA RELÈVE RÉPUBLICAINE,2020,0,0,0,0,0,0,0,0,0,0,0,402,0,402,0,-129,0,0,0,3000,0,0,0,402,0,0,0,0,1829,0,0,0,0,0,0,0,2129,0,0,0,0,0,2000,0,0,0,0,0,0,2000,-129,4129
880,"ALLONS ENFANTS, LE PARTI DE LA JEUNESSE",2020,0,0,0,0,0,0,0,0,0,0,0,5429,0,0,10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,MOUVEMENT POUR LE MÂCONNAIS - PASSIONNÉMENT,2020,0,0,0,0,0,0,0,0,0,13213,0,27065,0,40277,0,-22040,0,0,0,1980,0,0,0,40277,0,0,0,0,0,0,0,0,0,13550,0,0,28175,6136,0,0,0,0,0,0,0,0,0,0,0,6136,-22040,34311
882,LE CERCLE DES AMIS DE JÉRÔME VIAUD,2020,162,0,0,2953,15,0,0,0,0,0,0,80396,33,85061,37807,44463,0,0,0,2494,0,296,0,85061,8068,0,0,0,15198,0,0,0,113,0,599,0,38120,120,0,0,0,44650,35218,0,0,0,0,0,0,82584,44463,120704
886,ENSEMBLE AVEC GRÉGOIRE DE LASTEYRIE,2020,0,0,0,0,0,0,0,0,0,0,0,1033,0,1033,0,997,0,0,0,750,0,0,0,1033,0,0,0,0,79,0,0,0,0,0,0,0,289,0,1286,0,0,0,0,0,0,0,0,0,0,1286,997,1575
891,CORSICA LIBERA,2020,0,0,0,11532,0,0,0,0,0,0,0,202604,32,232170,0,40142,0,0,0,-1108,0,0,3000,232170,0,0,0,0,37311,0,0,0,0,0,3073,0,86319,0,0,0,0,0,80731,0,0,0,0,0,0,126461,40142,212780
894,LE PÔLE DES RÉFORMATEURS,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3892,-1200,0,0,0,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,-1200,1200
896,FONTENAY-AUX-ROSES AVENIR,2020,0,0,0,0,0,0,0,0,0,0,0,2112,0,0,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,ENSEMBLE POUR LE CAMBRÉSIS,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1606,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,0,0,0,0,0,0,0,1606,1606,1606
900,DROIT AU CŒUR AVEC HERVÉ MARITON,2020,0,0,0,0,0,0,0,0,0,0,0,1530,0,1530,0,-6081,0,0,0,890,0,0,0,1531,16811,0,0,1098,300,0,0,0,307,0,0,0,25268,660,0,0,0,18526,0,0,0,0,0,0,0,19186,-6081,44455
901,RÉSEAU CITOYEN DE GRENOBLE,2020,0,0,0,0,0,0,0,0,0,0,0,1864,0,10864,14173,-3309,0,0,0,0,0,0,0,10864,182,3000,0,0,679,0,0,0,0,0,0,0,5449,160,1779,0,0,200,0,0,0,0,0,0,0,2139,-3309,7588
902,NOUVEAU CAP LYON MÉTROPOLE,2020,1704,0,0,0,0,0,0,0,0,0,0,3251,0,4955,0,-4128,0,0,0,4825,0,634,0,4955,0,0,0,0,675,0,0,0,0,0,1888,0,7128,0,0,0,0,3000,0,0,0,0,0,0,0,3000,-4128,10128
904,AGIR ENSEMBLE POUR VIRY-CHÂTILLON,2020,0,0,0,0,0,0,0,0,0,0,0,2205,0,2205,59,-395,0,0,0,2040,0,1370,0,2205,0,0,0,0,224,0,0,0,0,0,0,0,2794,980,0,0,0,1420,0,0,0,0,0,0,0,2400,-394,5194
906,GUYANE RASSEMBLEMENT,2020,199,0,0,2735,0,0,1900,0,0,35,0,80248,62,85179,41912,14053,0,0,0,4437,700,35,0,85179,0,0,0,0,23409,80,5187,40,0,0,1982,0,30699,9520,0,0,0,0,3690,0,0,0,0,23,0,16646,14053,47345
908,OSEZ MARSEILLE,2020,0,0,0,0,0,0,0,0,0,0,0,32890,170,33060,36397,-4567,0,0,0,1230,0,0,0,33060,0,0,8500,75,1201,0,0,0,0,0,0,0,17767,0,0,0,0,13200,0,0,0,0,0,0,0,13200,-4567,30967
909,GÉNÉRATION CHALON,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,LA RÉPUBLIQUE EN MARCHE,2020,4040,0,0,16526720,0,0,291204,0,169447,559531,152,7989015,207746,26137017,8972113,7764766,53000,19734,7657514,1175470,810085,59713,0,26137017,101598,300338,129323,0,2739692,588756,5173813,2173527,78958,868,18448,94733,17013579,0,526737,10106068,12113982,1408102,94536,0,13850,384005,9366,0,115785,24778346,7764766,41791925
911,TAPURA HUIRAATIRA,2020,539,0,0,46977,0,0,2290,0,0,2095,0,105517,3296,162393,0,-137382,0,0,0,17204,9420,0,0,162393,0,0,0,0,103630,212,124592,35681,0,349,10312,0,417517,3893,27905,165529,0,87511,0,0,0,-5641,0,0,99,280135,-137382,697652
913,ASSOCIATION LES ÉLUS ANGERS POUR VOUS,2020,0,0,0,0,0,0,0,0,0,195,0,108768,0,108964,0,3794,0,0,0,2700,0,0,0,108964,6613,0,0,0,0,0,0,0,146,0,0,0,20946,0,0,0,0,24315,0,0,0,0,195,0,0,24740,3794,45686
916,LIBERTÉ ET PROGRÈS,2020,0,0,0,0,0,0,0,0,0,1200,0,4465,0,5665,63,-2291,0,0,0,6227,0,500,0,5664,0,0,0,0,0,0,0,0,0,0,0,0,17766,0,0,0,0,14275,0,0,0,0,0,1200,0,15474,-2291,33240
917,LA RÉPUBLIQUE EN COMMUN - ARGENTEUIL EN COMMUN,2020,0,0,0,0,46,0,0,0,0,1680,0,7218,0,8944,23094,-19846,0,0,0,4080,0,120,0,8944,2400,31500,0,0,1578,0,0,0,0,0,0,0,67295,0,11600,0,0,35850,0,0,0,0,0,0,0,47450,-19846,114745
918,PARTI ANIMALISTE,2020,0,0,0,0,61,0,0,3704,0,0,0,226418,74,230257,122159,99191,0,0,0,7508,1400,0,0,230257,75822,25000,0,10027,8629,10,5158,253,0,0,0,0,139505,113584,6480,67242,0,0,28907,7619,0,14862,0,0,0,238695,99191,378200
920,LA FRANCE EN MOUVEMENT,2020,0,0,0,0,0,0,0,0,0,0,0,36561,0,36921,0,-5843,0,0,0,720,1080,0,0,36921,0,0,0,0,6843,0,0,0,0,0,0,0,6843,0,0,0,0,0,0,1000,0,0,0,0,0,1000,-5843,7843
922,100% SAVOIE,2020,0,0,0,0,0,0,0,0,0,0,0,8541,0,8541,0,1224,0,0,0,0,0,0,0,8541,54,0,0,0,463,0,0,0,0,0,0,0,2197,3371,0,0,0,50,0,0,0,0,0,0,0,3421,1224,5618
923,POUR VOUS POUR ALBI,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,2789,1437,764,0,0,0,0,0,588,0,2789,0,1500,0,0,732,0,0,0,0,0,0,0,5005,1765,1570,0,0,2435,0,0,0,0,0,0,0,5770,764,10775
927,CIVITAS,2020,0,0,0,0,0,0,0,16551,0,6930,0,57715,0,81196,0,-1892,0,0,194,12000,0,0,1749,81196,0,33500,0,4405,21918,0,0,0,0,0,0,0,102968,10207,0,0,0,35767,33500,0,0,5906,0,0,0,101076,-1892,204044
928,A.G.I.R.,2020,0,0,0,593,0,0,0,0,0,0,0,9725,0,10318,8602,979,0,0,0,733,0,4,0,10318,8352,0,0,0,3406,0,0,0,0,0,266,0,29384,180,0,0,0,30183,0,0,0,0,0,0,0,30363,979,59747
929,TOURAINE AUDACE,2020,0,0,0,0,0,0,0,0,0,0,0,3382,0,3382,3322,-1045,0,0,0,1105,0,0,0,3382,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,0,0,60,0,0,0,0,0,0,0,60,-1045,1165
931,ACTION POPULAIRE DE LA REUNION,2020,0,0,0,0,0,0,0,0,0,0,0,285,0,36275,0,22449,0,0,0,5049,0,0,0,36275,835,0,0,0,4981,0,0,0,9,0,0,0,10140,7620,0,0,0,24970,0,0,0,0,0,0,0,32590,22449,42730
933,ENSEMBLE POUR COLOMIERS,2020,0,0,0,0,0,0,0,0,0,1200,0,4888,0,6088,2700,3077,0,0,0,3603,0,0,0,6088,0,5200,0,0,353,0,0,0,0,0,0,0,9257,40,12195,0,0,100,0,0,0,0,0,0,0,12335,3077,21593
934,NOISY VRAIMENT TOUT SIMPLEMENT,2020,0,0,0,0,30,0,0,0,0,0,0,5626,0,5656,6453,-3797,0,0,0,3000,0,0,0,5656,1698,0,0,0,4098,0,0,0,0,0,0,0,19134,0,10180,0,0,1350,0,0,0,0,0,0,0,15337,-3797,34471
936,PARTI OUVRIER INDÉPENDANT DÉMOCRATIQUE,2020,0,0,0,705,0,0,0,0,0,23059,0,279174,0,302968,109376,2286,0,0,0,11016,7566,0,0,302968,27895,0,0,0,22572,0,37849,12354,0,600,309,0,326168,284968,0,0,0,9585,0,580,0,28274,12,0,1399,328455,2287,654623
938,L'ENGAGEMENT,2020,0,0,0,0,0,0,152,0,0,0,0,6037,0,6190,0,-4176,0,0,0,8763,0,27,0,6190,0,0,0,0,165,0,0,0,0,0,0,0,4428,0,0,0,0,0,0,0,0,0,1,0,0,251,-4176,4679
941,FORUM EUROPÉEN MASSIF CENTRAL - CENTRE FRANCE,2020,0,0,0,0,0,0,0,0,0,0,0,18312,606,18918,0,6368,0,0,0,3424,0,0,0,18918,0,0,0,0,16819,0,0,0,0,0,0,0,21277,0,0,0,0,27645,0,0,0,0,0,0,0,27645,6368,48922
943,DUNKERQUE EN MOUVEMENT,2020,0,0,0,0,0,0,0,0,0,0,0,9122,0,9122,0,6540,0,0,0,0,0,0,0,9122,8363,1762,0,1197,513,0,0,0,0,0,0,0,19007,1059,23288,0,0,0,0,0,0,0,0,0,0,25547,6540,44554
944,LA FRANCE QUI OSE,2020,0,0,0,0,0,0,0,0,0,75,0,2885,0,2960,0,-926,0,0,289,7350,0,501,0,2960,0,0,108291,0,1914,0,0,0,0,0,0,0,116598,110,0,113961,0,1600,0,0,0,0,0,0,0,115671,-926,232269
945,GÉNÉRATION.S,2020,590,27721,0,0,0,0,8791,0,0,44,0,100263,0,592710,385990,165949,0,0,0,23675,8708,8389,0,592710,9000,10504,0,0,53312,1110,83139,28160,-1,0,1128,0,282848,197415,96686,0,0,9444,0,66887,0,1340,0,0,10137,448796,165949,731644
947,LES RÉPUBLICAINS - ENSEMBLE DANS LA FRANCE,2020,0,0,0,263,0,0,0,0,0,0,0,31068,0,31331,3351,-36,0,0,0,1962,0,0,0,31331,0,0,0,0,1178,0,0,0,0,0,286,0,7955,0,0,7919,0,0,0,0,0,0,0,0,0,7919,-36,15874
950,GAUCHE DÉMOCRATIQUE ET SOCIALE,2020,0,0,0,1637,0,0,0,0,0,0,0,21123,1283,24271,0,13691,0,0,0,2659,0,0,0,24271,0,28121,0,0,0,0,0,0,0,0,543,0,28663,40778,0,0,0,0,0,0,0,0,1,0,0,42354,13691,71017
953,LES AMIS DE JULIEN POLAT,2020,0,0,0,7162,0,0,0,0,0,50,0,0,0,39611,0,-17848,0,0,0,0,0,1708,0,39611,0,0,0,0,22774,1825,0,0,0,0,1431,0,48729,2820,0,0,0,28026,0,0,0,0,35,0,0,30881,-17848,79610
955,LES IDÉES.FR,2020,0,0,0,0,0,0,0,0,0,0,0,1316,0,1316,0,1349,0,0,0,3883,278,0,0,1316,0,0,0,0,75,0,0,0,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,0,1405,0,3405,1349,5461
