num parti,nom parti,année,immobilisations incorporelles,écarts d'acquisition,terrains et constructions,autres immobilisations corporelles,participations et créances rattachées,prêts à des partis ou groupements politiques,autres immobilisations financières,stocks et en-cours,créances clients et comptes rattachés,autres créances,valeurs mobilières de placement,disponibilités,charges constatées d'avance,total général (i + ii + iii),réserves,excédent ou déficit de l'exercice,provisions pour risques,provisions pour charges,emprunts et dettes auprès d'établissement de crédit,dettes fournisseurs et comptes rattachés,dettes fiscales et sociales,autres dettes,produits constatés d'avance,total général (i + ii + iii + iv),"communication (presse, publications, télévisions, publicité, sites internet, réseaux sociaux)",contributions versées aux candidats,contributions à des partis ou groupements politiques,achats de marchandises et variation de stocks,autres achats et autres charges externes,impôts et taxes,salaires et traitements,charges sociales,total iv,total vi,dotations aux amortissements et dépréciations sur immobilisations,dotations aux provisions,total des charges (ii + iv +vi + vii + viii + ix),cotisations des adhérents,cotisations des élus,aide publique 1ère fraction,aide publique 2nde fraction,dons de personne physique,dévolutions de l'excédent des comptes de campagne,dévolutions de partis ou groupements politiques,prestations de services (manifestations et colloques),"ventes de marchandises, productions vendue (biens et services), production stockée et production immobilisée",total iii,total v,"reprise sur amortissements, dépréciations, provisions et transferts de charges",total des produits (i + iii + v),excédent ou déficit d'ensemble,total flux,deputes
40,front national,2009,16171,0,4198172,607398,14000,492442,77162,0,0,163240,0,450140,15168,6033893,0,-863883,624895,0,0,733577,740672,174023,10197,6033890,480537,0,0,155325,2083781,280039,651006,263971,347084,261520,0,0,4981146,401458,555797,1838651,0,84750,0,28600,181469,561707,13323,448666,2844,4117265,-863881,9098411,0
52,parti radical de gauche,2009,0,0,76225,47705,0,0,79862,0,0,145265,187227,577830,6615,1120729,0,284195,0,0,21,123264,49481,45317,230,1120729,77837,0,0,17964,1402096,20017,133778,107020,3316,26368,0,0,1847874,148794,253532,1516950,1012106,91814,0,0,19265,80091,8996,12627,0,2132069,284195,3979943,0
76,parti socialiste,2009,307755,0,14799903,3321684,1449915,734690,467980,25952,0,2840757,9826705,12516445,270987,48248971,0,2126448,464899,7870625,5316692,2459649,3756999,6924180,273743,48248971,3396523,0,0,2045418,18148990,1205168,11928928,5433010,394949,410465,0,2160904,54998343,9762941,15275343,23212398,12937355,446773,10594,14080,625320,4991805,318794,771413,1352017,57124791,2126448,112123134,204
104,verts,2009,12450,0,0,2326055,73606,0,330585,3746,0,278722,180214,1904487,3737,5267169,0,461398,272778,3560,2492825,197340,37828,531450,370454,5267168,169441,0,0,233745,2052593,154612,1073721,600739,119233,760303,0,0,6115532,934219,1865494,1838695,396041,206783,64,0,414606,648223,24250,485781,154430,6576932,461400,12692464,3
60,parti communiste francais,2009,0,0,5792828,679881,122081,11584859,58651,0,0,3063496,5621599,5371815,44072,32611974,0,1064992,18298,1111420,1385600,1927770,1627397,2588265,2370,32611973,2507855,0,0,901823,9884818,494778,7534872,3842182,104033,76179,0,745000,30482719,3135589,16321866,3680094,1804189,4481783,0,0,892279,1889859,149732,104500,426949,31547710,1064991,62030429,24
177,mouvement pour la france,2009,0,0,0,16130,15,0,37129,0,0,13488,450000,251349,11494,779605,0,101607,0,0,0,180966,29020,0,121,779605,2757906,0,0,27487,764434,35288,362010,129607,19941,29614,0,0,4643608,176949,0,774681,176018,397490,1445,0,2755,3128576,8592,4002,250725,4745215,101607,9388823,2
401,l'union pour un mouvement populaire,2009,1060946,0,1366994,1086005,0,1268223,898706,72673,0,688809,470294,5910574,121133,12944357,0,10169636,943155,827004,12676531,3981129,2002846,737876,114374,12944356,8854498,0,0,0,18633885,1255303,7250360,3595712,266215,35253,0,0,43849371,5886030,1749918,33452186,20330130,7168555,42738,140611,989423,3553935,61926,206025,393854,54019008,10169637,97868379,321
410,debout la republique,2009,538,0,0,23847,0,0,3000,7846,0,0,160,62606,1653,99650,0,-291959,0,0,0,227943,17334,1201,0,99650,465042,0,0,17589,244453,867,46806,25249,0,714,0,0,914414,76060,0,0,0,246037,990,127894,27103,132722,425,0,11220,622455,-291959,1536869,2
529,mouvement democrate,2009,0,0,84515,60996,15,86843,9222,0,0,307969,33337,768894,15767,1367558,0,-97951,0,0,812371,94357,4181,16905,0,1367558,945586,0,0,11001,4077475,42236,7565,12766,6459,39454,0,0,5731051,510753,42973,3745114,968101,231487,338,0,230487,454613,10251,28479,0,5633100,-97951,11364151,4
531,association psle - nouveau centre,2009,3027,0,0,47189,0,0,15411,0,0,159674,0,372685,29607,627593,0,326208,0,0,100739,238626,110944,6777,0,627592,557515,0,0,71316,539156,32388,440283,136488,5182,0,0,0,1850738,164985,68047,0,0,111911,0,1379553,123525,71084,0,0,0,2176945,326207,4027683,23
40,front national,2010,0,0,4194641,515645,14000,492572,97720,0,0,252253,0,551001,25076,6142908,0,-3009633,972682,0,0,868135,1051571,179456,10320,6142907,463919,0,0,137056,1587736,229251,680325,251875,201036,3688904,0,0,7561539,1004890,542717,1838367,0,119936,0,66892,386356,420625,11345,32600,128178,4551906,-3009633,12113445,0
52,parti radical de gauche,2010,0,0,76225,51129,0,0,79862,0,0,104039,0,1123936,19937,1455128,0,391520,0,0,38,63970,56373,41447,0,1455128,39968,0,0,20174,1219855,21109,138662,103794,2139,19675,0,0,1675541,115713,238229,1250392,745626,74087,0,250045,47756,0,4731,4435,0,2067061,391520,3742602,0
60,parti communiste francais,2010,1325,0,6217078,733119,186745,11521738,49184,0,0,3133576,5774054,5448424,82226,33460608,0,27311,7627,900983,1815491,1872484,1640965,2993594,978,33460609,3090668,0,0,909764,10169089,525822,7643723,3949802,100857,2673,0,250000,31977664,3047252,15873884,3761610,1885994,4979649,0,0,819719,2376644,155049,25152,472671,32004975,27311,63982639,24
76,parti socialiste,2010,401105,0,14520275,3678412,940397,307450,1305492,33599,0,3611451,8179107,14947596,264800,49785771,0,139976,315224,10281155,3979204,2343529,3773333,7677941,252465,49785770,3406836,0,0,1471937,15785449,1352304,13090116,5932691,220179,340437,0,2463809,54887190,9360704,15111522,23212255,12938798,886840,80,34312,707404,2981575,267275,745114,942223,55027166,139976,109914356,204
104,europe ecologie les verts,2010,29789,0,0,2248433,156218,0,293340,1596,0,190855,255735,3496962,28461,6922403,0,97071,221954,515787,2013631,549566,1114381,531184,7369,6922404,192518,0,0,551326,3421608,304870,1708177,934528,89720,167352,0,0,8684388,1044544,2065467,1793314,350883,439467,2937,1073,245567,2987212,16400,148320,0,8781458,97070,17465846,3
177,mouvement pour la france,2010,0,0,0,39488,30,0,9929,0,0,26421,800000,86244,19536,981648,0,138405,0,200000,20,21224,52501,0,0,981648,227973,0,0,15024,220322,13446,175178,69287,521,42754,0,200000,977768,115092,1207,817872,219302,148720,0,10098,11463,543,10454,724,0,1116173,138405,2093941,2
401,union pour un mouvement populaire,2010,861218,0,21852159,2477662,0,1344832,902872,51641,0,2374293,486958,5034056,344202,35729893,0,4610088,1038737,597124,28405731,4895135,3593797,778705,111829,35729894,6063426,0,0,0,20106037,1337320,7618209,3613015,539448,1884076,0,0,45362121,5519672,1751632,33339645,20219613,7050357,32845,205565,497786,747546,71598,100819,202882,49972209,4610088,95334330,321
410,debout la republique,2010,538,0,0,19627,0,0,3000,8256,0,8000,160,2006,853,42440,0,-172516,0,0,0,331967,13932,1251,0,42440,305917,0,0,4144,181175,695,44783,16296,0,1059,0,0,569036,80567,0,0,0,149281,4343,121080,33667,7582,0,0,0,396520,-172516,965556,2
529,mouvement democrate,2010,0,0,84515,53251,15,215373,6363,0,0,80701,463275,732056,7737,1643286,0,-1009144,58388,0,2015202,120597,7481,11715,0,1643286,468133,0,0,0,2767452,29893,24510,23672,3203,83,0,0,6058614,351993,32305,4004673,1228089,229833,2208,0,117177,209120,848,1983,0,5049470,-1009144,11108084,4
531,association psle - nouveau centre,2010,28151,0,0,43666,0,0,15462,0,0,56747,0,252344,15620,411990,0,-213013,0,0,126625,200853,78062,48958,0,411990,469613,0,0,80036,880911,37332,467790,164634,2965,602,0,0,2361268,178130,155022,0,0,229981,0,1418776,72292,43744,3413,0,0,2148255,-213013,4509523,23
40,front national,2011,122,0,59760,458555,14000,706700,101242,0,0,1314989,0,964297,37394,3657059,0,5956610,58439,0,0,474976,512298,411020,0,3657059,658450,0,0,201190,2213699,157238,477062,210911,1212354,147630,0,0,5908569,1406035,577760,1835199,0,262666,0,95000,319787,82416,28097,5538435,1334093,11865179,5956610,17773748,0
52,parti radical de gauche,2011,0,0,76225,53518,0,0,80169,0,0,61624,241645,618450,16896,1148527,0,-420206,0,0,45411,110559,65228,55872,180,1148527,961602,0,0,11382,874722,28187,154358,123115,2032,19025,0,0,2485176,124288,268890,1382180,878166,74735,353,118257,45665,29576,10576,10325,125,2064970,-420206,4550146,0
60,parti communiste francais,2011,0,0,5803245,554521,188102,11272765,49784,0,0,3968458,6228006,5087517,87065,33630711,0,347650,7627,644670,2241376,1780853,1651236,2936627,686,33630712,2400642,0,0,900478,8946527,607781,7508007,3905508,88591,2694,0,125000,30498351,3103216,14322180,3629152,1756333,5161612,0,0,957893,2534382,130354,9000,661742,30846001,347650,61344352,24
76,parti socialiste,2011,443292,0,15028446,3941490,1023544,1342931,420594,33329,0,3253353,7865452,13979248,219450,48974262,0,-4566349,313500,12468939,4779373,2538281,4267058,7250570,425599,48974263,7251826,0,0,1815463,18237780,1530542,14502547,6692013,221602,251487,0,2238666,64407316,9411894,15537179,23255001,12996863,2976812,29704,26652,3778467,2480787,419723,269833,794920,59840965,-4566351,124248281,204
104,europe ecologie les verts,2011,22248,0,0,2408129,194953,0,412262,2366,0,163131,43577,2265479,10621,5785668,0,19984,390852,20595,3311734,732895,453789,476211,2764,5785669,345837,0,0,643137,3727701,32622,1651046,917751,135157,326798,0,0,8592113,1621588,2445512,1835455,395175,317418,4486,0,259927,1229225,27280,315859,517179,8612097,19984,17204210,3
177,mouvement pour la france,2011,0,0,0,26671,30,22200,9929,0,0,16562,656759,318141,12422,1062714,0,-14456,0,226000,0,54141,64369,0,24757,1062714,140730,0,0,45978,294165,29718,309960,123962,638,2781,0,26000,990712,75650,7297,729403,131725,97955,44,0,1173,1625,15011,467,47631,976256,-14456,1966968,2
401,union pour un mouvement populaire,2011,1177271,0,35806464,5223459,0,1083179,926343,55808,0,1334342,396934,7662528,484703,54151031,0,282615,1317555,585246,43912164,6996386,3814097,841330,104203,54151035,11130038,0,0,0,23591901,1585752,8062817,3949678,668475,58118,0,0,52853247,5670022,1745736,33122661,20022193,10281536,75826,16361,696987,1082093,131798,67618,22800,53135862,282615,105989109,321
410,debout la republique,2011,538,0,0,19480,0,0,23475,6763,0,179747,160,6465,905,237533,0,154714,0,0,0,325246,39651,1201,0,237532,66922,0,0,7804,271011,2285,105674,41312,0,1506,0,0,503381,62453,0,0,0,229096,1858,162600,18519,183563,5,0,0,658094,154713,1161475,2
529,mouvement democrate,2011,0,0,84515,233524,15,106070,6910,0,0,428536,392649,680164,23403,1955786,0,1145563,65918,36,1165998,79686,31892,35818,0,1955787,547854,0,0,0,2544497,66045,97656,43892,28042,628,0,0,3990586,394381,27371,3826244,1053800,289462,1205,0,146934,285911,21266,1055,55000,5136150,1145564,9126736,4
531,association psle - nouveau centre,2011,37741,0,0,31191,0,0,15698,0,0,410325,0,166790,2794,664539,0,-710689,405000,0,401089,219859,107338,19250,0,664539,337086,0,0,55464,798721,44836,518719,198585,5177,5621,0,0,2490404,131845,89020,0,0,69822,0,1379426,100235,0,0,338,0,1779713,-710691,4270117,23
40,front national,2012,15833,0,59760,537651,14000,1658683,97070,0,0,166071,0,604254,125123,3278445,0,-2744076,58439,0,0,581936,865488,1056968,0,3278445,1163936,0,0,569094,2947185,234340,1382460,538740,140710,136181,0,0,8964433,1576027,535018,1744403,0,260796,0,77000,475728,130175,37032,78587,462105,6220357,-2744076,15184790,2
52,parti radical de gauche,2012,0,0,76225,68055,0,0,80169,0,0,217638,169761,496713,17188,1125749,0,-282808,0,0,324036,114756,84969,26406,40,1125749,744176,0,0,12867,854033,31613,181564,149427,4061,1446,0,0,2363289,149717,251469,1323533,844567,78535,4285,178181,25918,45258,6920,5874,8334,2080481,-282808,4443770,15
60,parti communiste francais,2012,4035,0,5686212,411524,189786,11388108,52570,0,0,8433421,6920100,4457364,53442,37845527,0,3251955,370627,703377,1461673,1986278,2263102,3624602,0,37845527,2632201,0,0,940116,9508527,1141244,7734533,3943542,67890,662914,0,0,33438163,3167314,13775622,3342198,1562449,6072840,0,0,958944,3445711,184013,4859729,563866,36690118,3251955,70128281,15
76,parti socialiste,2012,354184,0,15849933,3634651,1134449,13061844,482492,32930,0,3106563,7359148,13052662,287878,59936079,0,-6828721,598241,5133804,28521125,3120694,4317329,7196320,482167,59936079,5558063,0,0,1817492,22565578,1628231,14547257,6742603,388435,307379,0,391000,70281939,10196223,15861551,22881373,13133018,625462,11775,28766,691795,2893005,281271,181166,9141463,63453218,-6828721,133735157,295
104,europe ecologie les verts,2012,27867,0,0,2665396,85172,0,327835,1890,0,159869,58486,1961846,31431,5666893,0,-1478004,547347,47703,3150120,487117,560275,424282,4878,5666893,367259,0,0,1070660,2692339,147805,1714630,942783,210270,270089,0,0,9295720,1262602,2592644,1959902,591197,373738,3618,300,175226,946199,21101,319840,19445,7817716,-1478004,17113436,20
177,mouvement pour la france,2012,0,0,0,26106,30,21400,7794,0,0,14372,799044,33090,2807,904643,0,-98005,23870,200000,3272,54818,18989,0,8252,904643,172616,0,0,35406,332550,14879,263159,74015,931,30250,0,200000,1168108,33635,5601,694661,126685,53065,363,0,11345,2045,21394,10184,237810,1070103,-98005,2238211,1
401,union pour un mouvement populaire,2012,1696537,0,35412866,6082543,230,1113179,990825,61830,0,11761916,207390,11100307,311458,68739081,0,-39567223,1999091,1152121,96384505,3725511,4440786,3884411,115888,68739081,33329182,0,0,0,39060362,1591784,7786320,4055420,2082284,401513,0,0,97891059,5647881,1551240,30143114,17693680,9412172,174299,58615,617723,10018427,156872,105838,56339,58323836,-39567223,156214895,196
410,debout la republique,2012,538,0,0,15371,0,0,47306,1866,0,160,11530,0,28602,119535,0,-646721,14162,0,0,797509,41058,8012,0,119535,786176,0,0,5137,377990,17418,166623,60443,0,131,0,0,1501013,73430,0,0,0,418973,11133,77560,29091,244099,6,0,0,854292,-646721,2355305,0
529,mouvement democrate,2012,0,0,84515,205357,15,70682,7536,0,0,80414,46166,339740,5614,840039,0,-635437,85452,0,607700,129570,63254,14033,0,840039,420297,0,0,0,2355913,71289,122972,71939,77776,8440,0,0,5246221,317012,18110,3563689,929024,247028,6711,0,93496,288229,18101,2109,33388,4610784,-635437,9857005,1
531,association psle - nouveau centre,2012,21174,0,0,38566,0,0,15698,0,0,163552,0,167351,4904,411245,0,-250212,5000,0,648127,225190,65983,37102,0,411245,204951,0,0,24028,780822,28476,367462,139428,25668,7200,0,0,2140385,95105,80758,0,0,65066,0,1153722,28898,51415,147,1900,405000,1890173,-250212,4030558,0
40,front national,2013,6158,0,59760,530315,14000,1491377,127914,0,0,174329,0,1231070,7890,3642813,0,-651126,40000,0,0,1337162,1095116,41890,0,3642813,1508994,0,0,969228,3775866,273699,2081405,832273,155429,47640,0,0,10070886,2061394,499475,5543646,83258,258250,0,105000,555197,102140,39478,8951,44316,9419760,-651126,19490646,2
52,parti radical de gauche,2013,0,0,76225,104054,0,0,80369,0,0,62921,221627,610180,39243,1194619,0,247411,1800,0,1021,246089,69708,53628,0,1194619,720220,0,0,18036,901137,30686,178820,150210,10109,16328,0,0,2152322,180121,266569,1682091,1123984,114727,1153,31324,46326,42600,3329,11550,18000,2399733,247411,4552055,15
60,parti communiste francais,2013,4500,0,5562811,466746,251184,11617255,34261,0,0,3008752,6905907,4716067,112399,32963901,0,-1534797,7627,524828,347503,1611209,1741895,2676111,1666,32963901,2961129,0,0,938717,9494746,619519,7720099,4069560,73754,4500,0,180000,32007671,4133221,13072238,3222321,1082355,5494417,0,0,741391,2596862,139030,5236,606305,30472874,-1534797,62480545,15
76,parti socialiste,2013,426008,0,16261493,4205430,1131541,891452,556243,31076,0,3903268,6590971,15241372,283576,50801058,0,952640,364189,8934004,14125079,3755016,4418489,7281105,281690,50801058,6182880,0,0,1408262,14784451,1629684,14436646,6576242,526794,521090,0,2425500,59747925,9032051,16289317,28480743,17359311,861540,1395,30601,665585,2423489,288380,705409,1421854,60700565,952640,120448490,295
104,europe ecologie les verts,2013,21372,0,0,2492762,67868,0,230099,2490,0,346526,116644,2777450,45255,6366907,0,917000,599454,34331,2549021,902824,418122,353021,1805,6366907,385475,0,0,288558,2974562,136069,1643212,962482,215655,254341,0,0,7669132,1291779,2754248,3521793,1207242,262208,63,3410,187534,140586,24609,167342,168085,8586132,917000,16255264,20
177,mouvement pour la france,2013,0,0,0,14012,30,21400,4375,0,0,5371,574476,48314,5717,673695,0,-172610,23870,200000,377,20671,5945,0,0,673695,129290,0,0,26599,177850,802,24735,10006,580,3503,0,0,393726,36046,3339,0,0,46458,0,115000,0,0,14278,3126,2869,221116,-172610,614842,1
401,union pour un mouvement populaire,2013,1228156,0,34811596,5202595,0,318247,897936,55003,0,1635192,170205,5729148,449720,50497798,0,3107422,1435501,713649,76161705,4172075,3936068,4009872,111566,50497798,3506342,0,0,0,11408016,1337394,6044166,2869458,2896317,11787507,0,0,42898627,4716124,1563984,19870310,13113149,16903020,35747,38197,593959,1002087,84930,34604,1053053,46006049,3107422,88904676,196
410,debout la republique,2013,1085,0,0,12298,0,0,98,8809,0,101088,160,49344,0,172882,0,396740,0,0,0,575044,8124,4325,0,172882,46794,0,0,-3062,283686,-4819,31292,2925,0,9648,0,0,393286,89005,0,312195,83258,244151,2952,20814,19264,87464,19,0,14162,790026,396740,1183312,0
529,mouvement democrate,2013,0,0,84515,190851,15,84682,5837,0,0,53356,685891,381103,4104,1490354,0,1424,42530,0,95124,53035,19615,1338596,0,1490354,250231,0,0,0,958291,68363,97893,54386,16201,43315,0,0,1841231,286726,15560,0,0,142226,1594,946249,93710,228384,3210,33473,42922,1842655,1424,3683886,1
531,association psle - nouveau centre,2013,9255,0,0,37602,0,0,16384,0,0,133022,0,213853,5454,415570,0,94366,5000,0,1043085,226767,69977,55769,0,415570,140595,0,0,13407,509840,28223,295699,120277,27398,1006,0,0,1402449,103665,97117,1159570,582807,85883,0,0,3200,0,0,0,0,1496815,94366,2899264,0
709,union des democrates et independants,2013,0,0,0,118523,0,0,112650,0,0,606477,0,80249,34996,952895,0,-108493,0,0,568995,156472,84228,518657,0,952895,965436,3822,0,24978,154008,46996,466017,175235,14373,35,0,0,2356153,193498,0,0,0,89052,0,1851000,70407,4005,0,39688,0,2247660,-108493,4603813,15
40,front national,2014,6308,0,59760,529389,14000,2129638,144482,0,0,223317,0,4861324,154645,8122863,0,-1134640,0,0,5999430,1184782,810497,143817,0,8122863,2039747,0,0,597604,4677946,247042,2136812,992812,241860,96625,0,0,11382400,2098347,465803,4997614,74561,305773,0,115000,542334,141948,81476,24001,40000,10247760,-1134640,21630160,2
52,parti radical de gauche,2014,0,0,76225,69560,0,0,80369,0,0,86142,594822,239013,18886,1165017,0,22838,1800,0,76,161822,98932,57486,150,1165017,577288,0,0,12169,872297,24138,231013,198030,1364,10377,0,0,2114215,149540,204865,1547040,1043854,106611,9523,28243,12095,76770,2225,141,0,2137053,22838,4251268,15
60,parti communiste francais,2014,4700,0,5551865,464693,253183,11589655,36126,0,0,4188424,6900771,4523610,108804,33987336,0,-401456,6300,455519,1399045,1612104,1748772,3127693,1104,33987336,1988563,0,0,839691,8180981,615570,7603532,3902970,24473,50501,0,148300,29025708,4153324,10713225,2935953,1006573,5728340,0,0,640218,2891249,153601,150603,873224,28624252,-401456,57649960,15
76,parti socialiste,2014,399591,0,16110212,3974979,1164639,2088544,483759,30655,0,5197816,5500992,14943234,358343,52121668,0,-2375277,502457,10560081,15783868,4276377,4648956,6282036,780067,52121668,4058875,0,0,1341382,14027954,1517386,15524221,7097209,488564,125079,0,2190300,60743100,7185494,12962219,25498420,15471405,2112356,48547,136180,641326,5902986,240157,184751,2474793,58367823,-2375277,119110923,295
104,europe ecologie les verts,2014,22173,0,2255210,815459,71256,0,388714,1292,0,419119,213370,2470261,13309,6670163,0,311735,348741,73816,2405955,916309,370352,499791,2300,6670163,328868,0,0,276629,2547938,144631,2009574,882773,188959,67907,0,0,7635509,1212040,2110666,3167918,1081134,285051,123,2500,138446,643330,12416,71076,296635,7947244,311735,15582753,20
177,mouvement pour la france,2014,0,0,0,2902,30,0,1465,0,0,19733,270805,205340,7438,507713,0,-141371,0,200000,0,20262,5990,0,0,507713,85660,0,0,12566,145243,585,25512,9870,680,208244,0,0,504470,30305,966,0,0,34667,0,67000,0,0,5790,70,224301,363099,-141371,867569,1
401,union pour un mouvement populaire ,2014,553221,0,34202681,4369230,0,584347,190722,50207,0,649556,164017,7786201,319469,48869651,0,4214668,1065703,830156,73432636,2797297,2085702,4248912,97092,48869651,3312605,0,0,0,9109200,1116701,5871960,2686177,2835022,819992,3300442,0,30925135,6241697,1618353,18133815,12041600,4772128,233280,50218,330489,1397343,76196,1261756,238164,35139803,4214668,66064938,196
410,debout la france,2014,1223,0,0,5724,423907,0,4598,1169,0,0,160,138757,0,575538,0,223031,0,0,213566,276717,16240,40,0,575538,101955,0,0,21342,422969,1053,79433,39396,15908,120,0,0,979668,88340,0,579213,372805,222071,209,18690,18745,262568,8801,0,4062,1202699,223031,2182367,0
529,mouvement democrate,2014,0,0,84515,166493,15,1274085,5914,0,0,117036,700212,287648,19594,2655512,0,-253351,108377,0,1365563,117397,140335,1235737,0,2655512,267612,0,0,0,532218,42611,524784,276164,43849,8483,0,0,2372457,291308,16772,0,0,226518,61,837791,77870,242780,16091,423,8822,2119106,-253351,4491563,1
531,association psle - nouveau centre,2014,3901,0,0,19653,0,0,922,0,0,150186,0,243661,2964,421287,0,-50375,5000,0,1118222,214759,79484,45219,0,421287,186691,0,0,13335,317002,12979,286240,120356,26211,65007,0,0,1410282,87559,69259,1041933,521927,113685,1960,25000,2490,0,36,15200,0,1359907,-50375,2770189,0
709,union des democrates et independants,2014,4398,0,265003,56575,455,0,86787,0,0,90436,0,580872,2718,2497806,0,-313819,0,0,2760447,130650,230296,65536,0,2497806,637661,0,0,46622,265113,59291,692584,247994,82157,207,82104,0,2777380,156420,18100,0,0,160364,13398,1779305,43547,268193,0,10223,0,2463561,-313819,5240941,15
40,front national,2015,14290,0,59760,0,14000,3976772,152017,0,0,0,2062878,0,152149,7636050,0,-2905453,0,0,9399030,1722145,510006,493711,0,7636050,2358785,0,0,793810,5112108,266256,2375728,912486,627550,19169,0,0,13968408,2370040,451189,5071695,150100,492047,0,229000,461246,121280,211610,37369,54859,11062955,-2905453,25031363,2
52,parti radical de gauche,2015,76225,0,0,38835,0,0,80369,0,0,74600,580110,296816,21328,1168283,0,-44803,1800,0,0,199571,110116,56848,0,1168283,502721,0,0,31863,786608,32796,289968,250339,1147,21686,0,0,2205334,137442,214671,1478686,975649,81758,23,178235,26435,20458,21494,0,0,2160531,-44803,4365865,15
