nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat_debut,mandat_fin
Paul Vannier,1985-09-19,95,5,la france insoumise,573.0,0,2022-06-22,2024-06-09
Prisca Thevenot,1985-03-01,92,8,renaissance,351.0,0,2022-06-22,2023-08-20
Jean-Claude Raux,1967-01-18,44,6,europe ecologie les verts,496.0,0,2022-06-22,2024-06-09
Bertrand Petit,1964-08-28,62,8,parti socialiste,461.0,0,2023-01-29,2024-06-09
Gilles Le Gendre,1958-05-13,75,2,renaissance,330.0,0,2022-06-22,2024-06-09
Mathieu Lefèvre,1986-10-27,94,5,renaissance,364.0,0,2022-06-22,2024-06-09
Stéphane Travert,1969-10-12,50,3,renaissance,409.0,0,2022-06-22,2024-06-09
Mikaele Seo,1971-12-27,986,1,renaissance,358.0,0,2022-06-22,2024-06-09
Karen Erodi,1977-02-04,81,2,la france insoumise,546.0,0,2022-06-22,2024-06-09
Aurélien Taché,1984-05-26,95,10,europe ecologie les verts,525.0,0,2022-06-22,2024-06-09
Antoine Villedieu,1989-03-08,70,1,rassemblement national,138.0,0,2022-06-22,2024-06-09
Benjamin Dirx,1979-01-25,71,1,renaissance,336.0,0,2022-06-22,2024-06-09
Jean-François Lovisolo,1968-11-15,84,5,renaissance,454.0,0,2022-06-22,2024-06-09
Thomas Gassilloud,1981-05-21,69,10,renaissance,373.0,0,2022-06-22,2024-06-09
Julie Delpech,1989-09-25,72,1,renaissance,471.0,0,2022-06-22,2024-06-09
Richard Ramos,1968-03-23,45,6,mouvement democrate,258.0,0,2022-06-22,2024-06-09
Nicolas Forissier,1961-02-17,36,2,les republicains,90.0,0,2022-06-22,2024-06-09
Lysiane Métayer,1963-08-07,56,5,renaissance,467.0,0,2022-06-22,2024-06-09
Romain Baubry,1989-01-28,13,15,rassemblement national,68.0,0,2022-06-22,2024-06-09
Brigitte Klinkert,1956-07-22,68,1,renaissance,274.0,0,2022-06-22,2024-06-09
Nadège Abomangoli,1975-09-15,93,10,la france insoumise,627.0,0,2022-06-22,2024-06-09
Philippe Latombe,1975-04-21,85,1,mouvement democrate,321.0,0,2022-06-22,2024-06-09
Philippe Berta,1960-04-11,30,6,mouvement democrate,172.0,0,2022-06-22,2024-06-09
Catherine Couturier,1959-02-27,23,1,la france insoumise,639.0,0,2022-06-22,2024-06-09
Bertrand Pancher,1958-06-05,55,1,"libertes, independants, outre-mer et territoires",234.0,0,2022-06-22,2024-06-09
Franck Riester,1974-01-03,77,5,renaissance,487.0,0,2022-06-22,2022-07-22
Jean-François Rousset,1952-09-09,12,3,renaissance,407.0,0,2022-06-22,2024-06-09
Alexandra Martin,1968-10-25,06,8,les republicains,156.0,0,2022-06-22,2024-06-09
Hervé Berville,1990-01-15,22,2,renaissance,325.0,0,2022-06-22,2022-08-04
Christine Loir,1977-02-22,27,1,rassemblement national,57.0,0,2022-06-22,2024-06-09
Joël Giraud,1959-10-14,05,2,renaissance,256.0,0,2022-06-22,2024-06-09
Hervé Saulignac,1970-11-06,07,1,parti socialiste,442.0,0,2022-06-22,2024-06-09
Emmanuelle Ménard,1968-08-15,34,6,non-inscrits,237.0,0,2022-06-22,2024-06-09
Nicolas Dupont-Aignan,1961-03-07,91,8,non-inscrits,154.0,0,2022-06-22,2024-06-09
Marcellin Nadeau,1962-11-02,972,2,democratie et republique,596.0,0,2022-06-22,2024-06-09
Paul-André Colombani,1967-08-17,2A,2,"libertes, independants, outre-mer et territoires",228.0,0,2022-06-22,2024-06-09
Alexis Izard,1992-06-15,91,3,renaissance,402.0,0,2022-06-22,2024-06-09
Éric Bothorel,1966-10-20,22,5,renaissance,375.0,0,2022-06-22,2024-06-09
Charles de Courson,1952-04-02,51,5,"libertes, independants, outre-mer et territoires",233.0,0,2022-06-22,2024-06-09
Lisette Pollet,1968-01-04,26,2,rassemblement national,31.0,0,2022-06-22,2024-06-09
Bertrand Bouyx,1970-05-26,14,5,horizons,444.0,0,2022-06-22,2024-06-09
Nicolas Pacquot,1978-12-12,25,3,renaissance,482.0,0,2022-06-22,2024-06-09
Alain David,1949-06-02,33,4,parti socialiste,463.0,0,2022-06-22,2024-06-09
Andy Kerbrat,1990-10-01,44,2,la france insoumise,537.0,0,2022-06-22,2024-06-09
Jean-Pierre Pont,1950-05-09,62,5,renaissance,429.0,0,2022-06-22,2024-06-09
Antoine Armand,1991-09-10,74,2,renaissance,401.0,0,2022-06-22,2024-06-09
Ersilia Soudais,1988-05-21,77,7,la france insoumise,572.0,0,2022-06-22,2024-06-09
Arnaud Le Gall,1980-11-29,95,9,la france insoumise,612.0,0,2022-06-22,2024-06-09
Constance Le Grip,1960-11-14,92,6,renaissance,272.0,0,2022-06-22,2024-06-09
André Chassaigne,1950-07-02,63,5,democratie et republique,587.0,0,2022-06-22,2024-06-09
Michel Sala,1954-05-13,30,5,la france insoumise,560.0,0,2022-06-22,2024-06-09
Xavier Breton,1962-11-25,01,1,les republicains,85.0,0,2022-06-22,2024-06-09
Kévin Pfeffer,1990-07-09,57,6,rassemblement national,41.0,0,2022-06-22,2024-06-09
Rémy Rebeyrotte,1966-03-27,71,3,renaissance,332.0,0,2022-06-22,2024-06-09
Daniel Grenon,1948-07-31,89,1,rassemblement national,18.0,0,2022-06-22,2024-06-09
Alexandre Sabatou,1993-02-18,60,3,rassemblement national,32.0,0,2022-06-22,2024-06-09
Jean-Carles Grelier,1966-03-15,72,5,renaissance,397.0,0,2022-06-22,2024-06-09
Sophie Mette,1959-09-13,33,9,mouvement democrate,278.0,0,2022-06-22,2024-06-09
Xavier Batut,1976-12-26,76,10,horizons,192.0,0,2022-06-22,2024-06-09
Stéphanie Galzy,1981-10-20,34,5,rassemblement national,63.0,0,2022-06-22,2024-06-09
Aurélie Trouvé,1979-09-20,93,9,la france insoumise,618.0,0,2022-06-22,2024-06-09
Mathilde Panot,1989-01-15,94,10,la france insoumise,623.0,0,2022-06-22,2024-06-09
Sébastien Chenu,1973-04-13,59,19,rassemblement national,36.0,0,2022-06-22,2024-06-09
Aurélien Saintoul,1988-05-26,92,11,la france insoumise,558.0,0,2022-06-22,2024-06-09
Adrien Quatennens,1990-05-23,59,1,la france insoumise,564.0,0,2022-06-22,2024-06-09
Jean-Marc Tellier,1969-08-23,62,3,democratie et republique,585.0,0,2022-06-22,2024-06-09
Sébastien Delogu,1987-06-08,13,7,la france insoumise,606.0,0,2022-06-22,2024-06-09
Daniel Labaronne,1955-07-16,37,2,renaissance,356.0,0,2022-06-22,2024-06-09
Mathilde Hignet,1993-06-10,35,4,la france insoumise,611.0,0,2022-06-22,2024-06-09
Éric Coquerel,1958-12-30,93,1,la france insoumise,620.0,0,2022-06-22,2024-06-09
Alexandra Masson,1971-07-02,06,4,rassemblement national,53.0,0,2022-06-22,2024-06-09
Sarah Tanzilli,1985-01-23,69,13,renaissance,478.0,0,2022-06-22,2024-06-09
Jean-Philippe Tanguy,1986-03-25,80,4,rassemblement national,43.0,0,2022-06-22,2024-06-09
Frédéric Petit,1961-02-10,999,7,mouvement democrate,167.0,0,2022-06-22,2024-06-09
Naïma Moutchou,1980-11-04,95,4,horizons,188.0,0,2022-06-22,2024-06-09
William Martinet,1988-09-06,78,11,la france insoumise,554.0,0,2022-06-22,2024-06-09
Carlos Martens Bilongo,1990-12-31,95,8,la france insoumise,604.0,0,2022-06-22,2024-06-09
Géraldine Grangier,1975-02-13,25,4,rassemblement national,139.0,0,2022-06-22,2024-06-09
Guillaume Gouffier Valente,1986-02-01,94,6,renaissance,422.0,0,2022-06-22,2024-06-09
Chantal Jourdan,1958-09-02,61,1,parti socialiste,452.0,0,2022-06-22,2024-06-09
Marc Ferracci,1977-12-19,999,6,renaissance,266.0,0,2022-06-22,2024-06-09
Lise Magnier,1984-12-31,51,4,horizons,196.0,0,2022-06-22,2024-06-09
Loïc Prud'homme,1969-08-19,33,3,la france insoumise,626.0,0,2022-06-22,2024-06-09
Lionel Tivoli,1988-02-29,06,2,rassemblement national,140.0,0,2022-06-22,2024-06-09
Nicole Dubré-Chirat,1951-12-18,49,6,renaissance,366.0,0,2022-06-22,2024-06-09
Bastien Marchive,1990-07-15,79,1,renaissance,309.0,0,2022-06-22,2024-06-09
Francesca Pasquini,1981-12-27,92,2,europe ecologie les verts,501.0,0,2022-06-22,2024-06-09
Mounir Belhamiti,1985-03-08,44,1,renaissance,457.0,0,2022-06-22,2024-06-09
Joël Aviragnet,1956-06-16,31,8,parti socialiste,432.0,0,2022-06-22,2024-06-09
Annie Genevard,1956-09-07,25,5,les republicains,97.0,0,2022-06-22,2024-06-09
Pierre-Henri Dumont,1987-10-07,62,7,les republicains,125.0,0,2022-06-22,2024-06-09
Raphaël Schellenberger,1990-02-14,68,4,les republicains,79.0,0,2022-06-22,2024-06-09
Béatrice Roullaud,1960-06-09,77,6,rassemblement national,150.0,0,2022-06-22,2024-06-09
Charles Rodwell,1996-07-26,78,1,renaissance,301.0,0,2022-06-22,2024-06-09
Christophe Plassard,1967-11-19,17,5,horizons,200.0,0,2022-06-22,2024-06-09
Antoine Vermorel-Marques,1993-02-17,42,5,les republicains,235.0,0,2022-06-22,2024-06-09
Stéphane Buchou,1974-03-14,85,3,renaissance,395.0,0,2022-06-22,2024-06-09
Jean-Yves Bony,1955-03-11,15,2,les republicains,84.0,0,2022-06-22,2024-06-09
Huguette Tiegna,1982-04-01,46,2,renaissance,391.0,0,2022-06-22,2024-06-09
Claudia Rouaux,1963-10-13,35,3,parti socialiste,532.0,0,2022-06-22,2024-06-09
Clément Beaune,1981-08-14,75,7,renaissance,426.0,0,2024-02-12,2024-06-09
Mansour Kamardine,1959-03-23,976,2,les republicains,94.0,0,2022-06-22,2024-06-09
Vincent Rolland,1970-02-01,73,2,les republicains,214.0,0,2022-06-22,2024-06-09
Frédérique Meunier,1960-12-08,19,2,les republicains,103.0,0,2022-06-22,2024-06-09
Elie Califer,1954-04-19,971,4,parti socialiste,441.0,0,2022-06-22,2024-06-09
Emmanuel Fernandes,1980-08-10,67,2,la france insoumise,547.0,0,2022-06-22,2024-06-09
Laure Lavalette,1976-04-16,83,2,rassemblement national,45.0,0,2022-06-22,2024-06-09
Didier Martin,1956-08-20,21,1,renaissance,302.0,0,2022-06-22,2024-06-09
Claire Colomb-Pitollat,1979-09-17,13,2,renaissance,279.0,0,2022-06-22,2024-06-09
Patrice Perrot,1964-02-24,58,2,renaissance,437.0,0,2022-06-22,2024-06-09
Olivier Becht,1976-04-28,68,5,renaissance,281.0,0,2024-02-12,2024-06-09
Perceval Gaillard,1983-04-24,974,7,la france insoumise,638.0,0,2022-06-22,2024-06-09
Nicolas Dragon,1977-04-19,02,1,rassemblement national,118.0,0,2022-06-22,2024-06-09
Eva Sas,1970-08-13,75,8,europe ecologie les verts,504.0,0,2022-06-22,2024-06-09
Pierre Henriet,1991-11-26,85,5,horizons,292.0,0,2022-06-22,2024-06-09
Bastien Lachaud,1980-08-05,93,6,la france insoumise,614.0,0,2022-06-22,2024-06-09
Delphine Batho,1973-03-23,79,2,europe ecologie les verts,497.0,0,2022-06-22,2024-06-09
Christelle D'Intorni,1985-05-02,06,5,les republicains,157.0,0,2022-06-22,2024-06-09
Robin Reda,1991-05-10,91,7,renaissance,271.0,0,2022-06-22,2024-06-09
Olivia Grégoire,1978-09-30,75,12,renaissance,324.0,0,2022-06-22,2022-07-22
Jean-Marie Fiévet,1964-06-19,79,3,renaissance,465.0,0,2022-06-22,2024-06-09
Ugo Bernalicis,1989-09-25,59,2,la france insoumise,601.0,0,2022-06-22,2024-06-09
Hubert Brigand,1952-07-28,21,4,les republicains,158.0,0,2022-06-22,2024-06-09
Anne Le Hénanff,1969-07-22,56,1,horizons,211.0,0,2022-06-22,2024-06-09
Fabrice Brun,1968-04-02,07,3,les republicains,133.0,0,2022-06-22,2024-06-09
Hubert Ott,1964-06-06,68,2,mouvement democrate,304.0,0,2022-06-22,2024-06-09
Violette Spillebout,1972-09-02,59,9,renaissance,338.0,0,2022-06-22,2024-06-09
Guy Bricout,1944-02-18,59,18,"libertes, independants, outre-mer et territoires",241.0,0,2022-06-22,2024-06-09
Anne Brugnera,1970-11-28,69,4,renaissance,351.0,0,2022-06-22,2024-06-09
Olivier Serva,1974-06-21,971,1,"libertes, independants, outre-mer et territoires",226.0,0,2022-06-22,2024-06-09
Estelle Folest,1976-06-17,95,6,mouvement democrate,170.0,0,2022-06-22,2024-06-09
Florian Chauche,1984-01-22,90,2,la france insoumise,548.0,0,2022-06-22,2024-06-09
Laurence Cristol,1967-11-08,34,3,renaissance,469.0,0,2022-06-22,2024-06-09
Fabien Roussel,1969-04-16,59,20,democratie et republique,588.0,0,2022-06-22,2024-06-09
Lionel Causse,1971-05-06,40,2,renaissance,361.0,0,2022-06-22,2024-06-09
Anne-Laure Babault,1982-01-03,17,2,mouvement democrate,277.0,0,2022-06-22,2024-06-09
Mickaël Bouloux,1972-08-16,35,8,parti socialiste,542.0,0,2022-06-22,2024-06-09
Alexis Jolly,1990-12-22,38,6,rassemblement national,130.0,0,2022-06-22,2024-06-09
Michèle Tabarot,1962-10-13,06,9,les republicains,99.0,0,2022-06-22,2024-06-09
Paul Midy,1983-01-25,91,5,renaissance,327.0,0,2022-06-22,2024-06-09
Hadrien Clouet,1991-07-13,31,1,la france insoumise,636.0,0,2022-06-22,2024-06-09
Anne-Laurence Petel,1970-02-08,13,14,renaissance,340.0,0,2022-06-22,2024-06-09
Pierre Morel-À-L'Huissier,1958-12-21,48,1,"libertes, independants, outre-mer et territoires",244.0,0,2022-06-22,2024-06-09
Jorys Bovet,1993-03-30,03,2,rassemblement national,2.0,0,2022-06-22,2024-06-09
Matthias Tavel,1987-07-06,44,8,la france insoumise,603.0,0,2022-06-22,2024-06-09
Inaki Echaniz,1993-09-02,64,4,parti socialiste,551.0,0,2022-06-22,2024-06-09
Fabienne Colboc,1971-08-09,37,4,renaissance,368.0,0,2022-06-22,2024-06-09
Florent Boudié,1973-09-22,33,10,renaissance,354.0,0,2022-06-22,2024-06-09
Marie-Charlotte Garin,1995-09-02,69,3,europe ecologie les verts,502.0,0,2022-06-22,2024-06-09
Kévin Mauvieux,1991-09-09,27,3,rassemblement national,47.0,0,2022-06-22,2024-06-09
Caroline Janvier,1982-03-09,45,2,renaissance,353.0,0,2022-06-22,2024-06-09
Andrée Taurinya,1963-06-03,42,2,la france insoumise,565.0,0,2022-06-22,2024-06-09
Nathalie Da Conceicao Carvalho,1966-03-31,91,2,rassemblement national,39.0,0,2022-06-22,2024-06-09
Béatrice Descamps,1961-04-24,59,21,"libertes, independants, outre-mer et territoires",242.0,0,2022-06-22,2024-06-09
Marine Hamelet,1967-07-13,82,2,rassemblement national,6.0,0,2022-06-22,2024-06-09
Maud Petit,1971-11-15,94,4,mouvement democrate,168.0,0,2022-06-22,2024-06-09
Philippe Juvin,1964-02-01,92,3,les republicains,113.0,0,2022-06-22,2024-06-09
Sandrine Rousseau,1972-03-08,75,9,europe ecologie les verts,506.0,0,2022-06-22,2024-06-09
Sébastien Jumel,1971-12-20,76,6,democratie et republique,583.0,0,2022-06-22,2024-06-09
Anthony Brosse,1980-11-04,45,5,renaissance,473.0,0,2022-06-22,2024-06-09
Frédéric Valletoux,1966-08-23,77,2,horizons,221.0,0,2022-06-22,2024-03-08
Cyrille Isaac-Sibille,1958-04-30,69,12,mouvement democrate,177.0,0,2022-06-22,2024-06-09
Aude Luquet,1967-08-18,77,1,mouvement democrate,254.0,0,2022-06-22,2024-06-09
Bérangère Couillard,1986-07-24,33,7,renaissance,333.0,0,2024-02-10,2024-06-09
Jérôme Legavre,1972-08-20,93,12,la france insoumise,649.0,0,2022-06-22,2024-06-09
Marie-Noëlle Battistel,1956-08-20,38,4,parti socialiste,541.0,0,2022-06-22,2024-06-09
Stéphanie Rist,1973-08-06,45,1,renaissance,260.0,0,2022-06-22,2024-06-09
Éric Martineau,1968-05-08,72,3,mouvement democrate,307.0,0,2022-06-22,2024-06-09
Mireille Clapot,1963-10-14,26,1,renaissance,291.0,0,2022-06-22,2024-06-09
Laurent Croizier,1975-01-29,25,1,mouvement democrate,162.0,0,2022-06-22,2024-06-09
Max Mathiasin,1956-02-24,971,3,"libertes, independants, outre-mer et territoires",227.0,0,2022-06-22,2024-06-09
Jean-Pierre Cubertafon,1948-02-05,24,3,mouvement democrate,165.0,0,2022-06-22,2024-06-09
Henri Alfandari,1979-10-02,37,3,horizons,206.0,0,2022-06-22,2024-06-09
Marc Le Fur,1956-11-28,22,3,les republicains,96.0,0,2022-06-22,2024-06-09
Nathalie Serre,1968-08-17,69,8,les republicains,101.0,0,2022-06-22,2024-06-09
Bertrand Sorre,1965-05-08,50,2,renaissance,447.0,0,2022-06-22,2024-06-09
Olivier Falorni,1972-03-27,17,1,mouvement democrate,175.0,0,2022-06-22,2024-06-09
Stéphanie Kochert,1975-08-12,67,8,horizons,222.0,0,2022-06-22,2024-06-09
Nadia Hai,1980-03-08,78,7,renaissance,410.0,0,2022-06-22,2024-06-09
Yannick Neuder,1969-03-15,38,7,les republicains,216.0,0,2022-06-22,2024-06-09
Alma Dufour,1990-05-06,76,4,la france insoumise,536.0,0,2022-06-22,2024-06-09
Hubert Wulfranc,1956-12-17,76,3,democratie et republique,584.0,0,2022-06-22,2024-01-10
Vincent Seitlinger,1987-01-18,57,5,les republicains,155.0,0,2022-06-22,2024-06-09
Philippe Fait,1969-06-24,62,4,renaissance,472.0,0,2022-06-22,2024-06-09
Jacqueline Maquet,1949-05-13,62,2,renaissance,430.0,0,2022-06-22,2024-06-09
Cécile Untermaier,1951-12-28,71,4,parti socialiste,451.0,0,2022-06-22,2024-06-09
Laurent Panifous,1976-12-21,09,2,"libertes, independants, outre-mer et territoires",319.0,0,2022-06-22,2024-06-09
Anne-Laure Blin,1983-06-12,49,3,les republicains,100.0,0,2022-06-22,2024-06-09
Ian Boucard,1988-05-05,90,1,les republicains,123.0,0,2022-06-22,2024-06-09
Nicolas Thierry,1975-12-08,33,2,europe ecologie les verts,503.0,0,2022-06-22,2024-06-09
Aurore Bergé,1986-11-13,78,10,renaissance,342.0,0,2022-06-22,2023-08-20
Sandra Regol,1978-04-13,67,1,europe ecologie les verts,498.0,0,2022-06-22,2024-06-09
Florence Goulet,1961-06-30,55,2,rassemblement national,21.0,0,2022-06-22,2024-06-09
Amélia Lakrafi,1978-03-20,999,10,renaissance,280.0,0,2022-06-22,2024-06-09
Gérald Darmanin,1982-10-11,59,10,renaissance,485.0,0,2022-06-22,2022-07-22
Yaël Menache,1985-05-12,80,5,rassemblement national,19.0,0,2022-06-22,2024-06-09
Michèle Martinez,1968-06-06,66,4,rassemblement national,141.0,0,2022-06-22,2024-06-09
Rachel Keke,1974-05-30,94,7,la france insoumise,616.0,0,2022-06-22,2024-06-09
Sandrine Dogor-Such,1970-11-08,66,3,rassemblement national,58.0,0,2022-06-22,2024-06-09
Nathalie Oziol,1990-02-18,34,2,la france insoumise,567.0,0,2022-06-22,2024-06-09
Caroline Fiat,1977-01-28,54,6,la france insoumise,607.0,0,2022-06-22,2024-06-09
Thomas Ménagé,1992-01-06,45,4,rassemblement national,3.0,0,2022-06-22,2024-06-09
Virginie Duby-Muller,1979-08-16,74,4,les republicains,95.0,0,2022-06-22,2024-06-09
Christelle Petex,1980-09-02,74,3,les republicains,134.0,0,2022-06-22,2024-06-09
François Ruffin,1975-10-18,80,1,la france insoumise,637.0,0,2022-06-22,2024-06-09
Éric Pauget,1970-08-18,06,7,les republicains,111.0,0,2022-06-22,2024-06-09
Mathilde Paris,1985-01-14,45,3,rassemblement national,49.0,0,2022-06-22,2024-06-09
Loïc Kervran,1984-02-11,18,3,horizons,183.0,0,2022-06-22,2024-06-09
Laurent Marcangeli,1980-12-10,2A,1,horizons,187.0,0,2022-06-22,2024-06-09
Véronique Besse,1963-08-11,85,4,non-inscrits,238.0,0,2022-06-22,2024-06-09
Sylvain Maillard,1974-04-28,75,1,renaissance,337.0,0,2022-06-22,2024-06-09
Mickaël Cosson,1975-11-29,22,1,mouvement democrate,296.0,0,2022-06-22,2024-06-09
Josiane Corneloup,1959-09-30,71,2,les republicains,87.0,0,2022-06-22,2024-06-09
Michel Herbillon,1951-03-06,94,8,les republicains,88.0,0,2022-06-22,2024-06-09
Denis Masséglia,1981-04-11,49,5,renaissance,365.0,0,2022-06-22,2024-06-09
Bruno Fuchs,1959-04-07,68,6,mouvement democrate,276.0,0,2022-06-22,2024-06-09
Hendrik Davi,1977-12-21,13,5,la france insoumise,648.0,0,2022-06-22,2024-06-09
Marie Lebec,1990-12-17,78,4,renaissance,426.0,0,2022-06-22,2024-02-11
Stéphane Vojetta,1974-07-19,999,5,renaissance,314.0,0,2022-06-22,2024-06-09
Serge Muller,1976-02-26,24,2,rassemblement national,151.0,0,2022-06-22,2024-06-09
Jean-Charles Larsonneur,1984-01-24,29,2,non-inscrits,487.0,0,2022-06-22,2024-06-09
Geneviève Darrieussecq,1956-03-04,40,1,mouvement democrate,257.0,0,2023-08-21,2024-06-09
Didier Paris,1954-02-14,21,5,renaissance,298.0,0,2022-06-22,2024-06-09
Liliana Tanguy,1967-03-12,29,7,renaissance,385.0,0,2022-06-22,2024-06-09
Olivier Marleix,1971-02-06,28,2,les republicains,98.0,0,2022-06-22,2024-06-09
Didier Le Gac,1965-07-19,29,3,renaissance,312.0,0,2022-06-22,2024-06-09
Jérôme Nury,1972-08-25,61,3,les republicains,215.0,0,2022-06-22,2024-06-09
Stanislas Guerini,1982-05-14,75,3,renaissance,483.0,0,2022-06-22,2022-07-22
Julien Rancoule,1993-07-31,11,3,rassemblement national,56.0,0,2022-06-22,2024-06-09
Sébastien Rome,1978-10-12,34,4,la france insoumise,625.0,0,2022-06-22,2024-06-09
Bryan Masson,1996-12-21,06,6,rassemblement national,64.0,0,2022-06-22,2024-06-09
Michel Castellani,1945-09-28,2B,1,"libertes, independants, outre-mer et territoires",231.0,0,2022-06-22,2024-06-09
Barbara Pompili,1975-06-13,80,2,renaissance,255.0,0,2022-06-22,2023-09-24
Laetitia Saint-Paul,1981-01-21,49,4,renaissance,265.0,0,2022-06-22,2024-06-09
Astrid Panosyan-Bouvet,1971-08-13,75,4,renaissance,431.0,0,2022-06-22,2024-06-09
Dominique Potier,1964-03-17,54,5,parti socialiste,434.0,0,2022-06-22,2024-06-09
Caroline Parmentier,1965-12-16,62,9,rassemblement national,44.0,0,2022-06-22,2024-06-09
Patricia Mirallès,1967-08-22,34,1,renaissance,475.0,0,2022-06-22,2022-08-04
Jean-Luc Bourgeaux,1963-04-10,35,7,les republicains,145.0,0,2022-06-22,2024-06-09
Jérôme Buisson,1973-01-15,01,4,rassemblement national,13.0,0,2022-06-22,2024-06-09
Léo Walter,1972-04-14,04,2,la france insoumise,609.0,0,2022-06-22,2024-06-09
Vincent Descoeur,1962-12-13,15,1,les republicains,83.0,0,2022-06-22,2024-06-09
Christine Arrighi,1959-09-19,31,9,europe ecologie les verts,518.0,0,2022-06-22,2024-06-09
Éric Woerth,1956-01-29,60,4,renaissance,250.0,0,2022-06-22,2024-06-09
Élisabeth Borne,1961-04-18,14,6,renaissance,255.0,0,2024-02-10,2024-06-09
Charles Sitzenstuhl,1988-12-03,67,5,renaissance,282.0,0,2022-06-22,2024-06-09
Jean-Louis Bricout,1957-12-27,02,3,"libertes, independants, outre-mer et territoires",317.0,0,2022-06-22,2024-06-09
Roger Vicot,1963-06-01,59,11,parti socialiste,553.0,0,2022-06-22,2024-06-09
Thomas Mesnier,1986-03-04,16,1,horizons,189.0,0,2022-06-22,2022-12-02
Arthur Delaporte,1991-10-07,14,2,parti socialiste,531.0,0,2022-06-22,2024-06-09
Natalia Pouzyreff,1961-02-18,78,6,renaissance,414.0,0,2022-06-22,2024-06-09
Roger Chudeau,1949-09-28,41,2,rassemblement national,7.0,0,2022-06-22,2024-06-09
Christine Pires Beaune,1964-10-06,63,2,parti socialiste,530.0,0,2022-06-22,2024-06-09
Christophe Bex,1961-11-14,31,7,la france insoumise,557.0,0,2022-06-22,2024-06-09
Murielle Lepvraud,1974-07-15,22,4,la france insoumise,650.0,0,2022-06-22,2024-06-09
